Geneid	RpS12_A_Ribo	RpS12_B_Ribo	RpS12_C_Ribo	Xrp1_A_Ribo	Xrp1_B_Ribo	Xrp1_C_Ribo
FBGN0016726	188	267	156	300	415	403
FBGN0262574	1	10	0	0	0	0
FBGN0033665	7	16	3	17	21	17
FBGN0033221	0	0	0	0	0	4
FBGN0267351	62	48	56	58	82	106
FBGN0014469	36	42	26	35	22	23
FBGN0033624	260	216	150	222	340	371
FBGN0034179	31	35	44	60	132	116
FBGN0002571	0	0	0	0	0	0
FBGN0034817	36	41	27	37	58	69
FBGN0288856	26	23	25	26	36	26
FBGN0023081	170	160	132	212	257	252
FBGN0261394	313	325	258	337	548	445
FBGN0263240	75	74	102	124	158	178
FBGN0034299	29	11	17	44	38	35
FBGN0034071	108	80	93	141	172	213
FBGN0034154	0	0	0	0	0	0
FBGN0035040	0	0	0	0	0	0
FBGN0034097	0	0	0	0	0	0
FBGN0085243	0	0	0	0	0	0
FBGN0034626	18	2	11	17	26	21
FBGN0261975	89	36	52	98	75	99
FBGN0260475	5	1	5	1	7	0
FBGN0025335	15	24	14	31	41	36
FBGN0043576	0	0	0	0	0	0
FBGN0011695	2	0	3	1	4	1
FBGN0035056	20	26	5	41	39	34
FBGN0034860	11	3	10	6	38	22
FBGN0034262	0	0	0	0	0	0
FBGN0033538	3	1	9	6	1	5
FBGN0010238	392	551	410	603	930	807
FBGN0064237	1	6	7	0	0	0
FBGN0000405	418	311	371	511	801	846
FBGN0040491	0	0	0	0	0	0
FBGN0033820	1	5	7	1	0	3
FBGN0033702	0	2	0	0	1	0
FBGN0288686	165	256	148	269	476	407
FBGN0034580	0	0	0	0	0	0
FBGN0027558	62	94	62	59	71	93
FBGN0034265	22	11	22	21	41	23
FBGN0027529	67	28	29	55	67	67
FBGN0033136	0	0	0	0	0	0
FBGN0033860	0	0	0	0	0	0
FBGN0028689	497	429	385	565	706	644
FBGN0053468	0	0	0	0	0	0
FBGN0286788	67	48	56	67	100	101
FBGN0267398	163	244	122	188	175	183
FBGN0259727	9	0	3	5	7	7
FBGN0034739	0	0	0	0	0	0
FBGN0033194	345	319	325	360	539	476
FBGN0020279	1437	1085	1224	1619	2156	2454
FBGN0034266	25	42	16	29	37	31
FBGN0034419	11	18	7	18	12	16
FBGN0034599	9	7	16	15	28	27
FBGN0034459	0	0	0	0	0	0
FBGN0085227	0	0	0	0	0	0
FBGN0034455	7	24	10	5	26	16
FBGN0034500	77	27	70	47	82	68
FBGN0034543	23	6	6	11	16	14
FBGN0259742	15	26	32	29	21	31
FBGN0034853	44	15	36	57	59	39
FBGN0034325	0	0	0	0	0	0
FBGN0085264	0	0	0	0	0	0
FBGN0053463	0	0	0	0	0	0
FBGN0034493	0	0	0	0	0	1
FBGN0034563	0	0	0	0	0	0
FBGN0033657	0	0	0	0	0	0
FBGN0041234	0	0	0	0	0	0
FBGN0034377	0	0	0	0	0	0
FBGN0003977	261	148	179	268	365	355
FBGN0000337	0	0	0	0	0	0
FBGN0260012	200	146	219	257	318	299
FBGN0265626	0	0	0	0	0	0
FBGN0266525	6	3	2	9	7	11
FBGN0034196	0	0	0	0	0	0
FBGN0260455	0	0	0	0	0	0
FBGN0034474	0	0	0	0	0	0
FBGN0050385	0	0	0	0	0	0
FBGN0020370	678	488	561	634	1011	969
FBGN0285917	356	356	288	483	738	717
FBGN0034725	29	41	23	33	75	71
FBGN0034475	0	0	0	0	0	0
FBGN0027091	165	141	148	217	207	247
FBGN0033753	6	8	6	15	12	11
FBGN0027619	85	95	63	79	95	120
FBGN0011824	423	359	307	353	407	467
FBGN0023172	246	217	251	409	506	411
FBGN0259718	12	4	3	11	14	13
FBGN0032997	113	107	96	99	116	118
FBGN0040477	8	1	16	10	23	17
FBGN0033286	0	0	0	0	0	0
FBGN0034748	41	15	27	52	43	46
FBGN0011297	10	18	17	9	36	23
FBGN0033491	27	17	20	16	27	25
FBGN0034839	0	0	0	0	0	0
FBGN0033587	0	0	0	0	0	0
FBGN0288433	0	0	3	0	7	2
FBGN0033943	0	0	0	0	0	0
FBGN0035082	10	15	7	5	11	5
FBGN0033984	13	10	26	28	43	49
FBGN0050051	10	8	8	14	28	16
FBGN0085250	0	0	0	0	2	0
FBGN0053919	0	0	0	0	0	0
FBGN0033356	1	0	3	0	7	2
FBGN0004638	123	124	121	144	192	189
FBGN0034229	0	0	4	0	0	2
FBGN0034180	42	47	38	68	84	84
FBGN0004463	181	104	136	174	184	193
FBGN0262619	135	86	103	172	187	227
FBGN0033652	41	35	15	33	25	31
FBGN0260991	291	240	265	284	402	430
FBGN0034176	176	243	172	228	321	386
FBGN0085236	0	0	0	0	0	0
FBGN0050020	100	126	100	109	171	157
FBGN0000426	104	127	90	143	199	159
FBGN0050357	1	0	0	0	0	0
FBGN0025519	28	11	37	46	55	65
FBGN0053470	0	0	0	0	0	0
FBGN0033698	322	286	308	374	472	475
FBGN0050280	0	0	0	0	0	0
FBGN0033578	0	0	0	0	0	0
FBGN0265178	77	91	79	97	151	127
FBGN0050354	0	0	0	0	0	0
FBGN0053554	628	406	483	722	681	599
FBGN0050049	0	0	0	0	0	0
FBGN0261276	161	184	180	201	270	269
FBGN0033101	41	12	43	62	80	116
FBGN0054021	0	0	0	0	0	0
FBGN0033734	4	2	7	5	13	12
FBGN0020377	0	0	0	0	0	0
FBGN0034392	4	13	8	6	30	19
FBGN0261705	2	0	0	1	0	1
FBGN0034402	5	16	12	10	14	14
FBGN0004003	108	142	50	188	295	188
FBGN0013770	356	356	324	442	642	636
FBGN0287478	18	20	18	15	34	23
FBGN0028738	7	0	2	1	0	3
FBGN0034259	300	244	203	359	412	441
FBGN0050058	0	0	0	0	0	0
FBGN0050147	61	73	48	59	73	85
FBGN0034471	0	0	0	0	0	0
FBGN0085239	0	0	0	0	0	0
FBGN0033821	0	0	0	0	0	0
FBGN0050472	0	0	0	0	0	0
FBGN0041582	26	11	12	48	60	59
FBGN0000566	171	91	147	204	250	291
FBGN0035043	0	0	0	0	0	0
FBGN0034322	0	0	0	0	0	0
FBGN0069056	0	2	0	0	0	0
FBGN0015714	8	0	4	11	15	10
FBGN0040007	505	361	449	534	580	427
FBGN0000615	0	14	0	1	1	1
FBGN0050457	0	0	0	3	6	7
FBGN0033199	12	6	8	6	21	15
FBGN0034800	12	2	10	8	3	10
FBGN0033301	0	0	0	0	0	0
FBGN0010620	409	377	373	455	581	582
FBGN0033327	0	0	0	0	0	0
FBGN0004435	52	63	53	73	98	89
FBGN0034158	19	12	30	36	63	47
FBGN0033543	0	0	2	1	2	9
FBGN0050053	0	0	0	0	0	0
FBGN0033426	6	5	3	13	17	12
FBGN0259221	34	30	25	23	64	41
FBGN0034870	0	0	0	0	0	0
FBGN0033395	0	0	0	2	0	0
FBGN0020930	13	8	10	6	29	26
FBGN0034849	8	17	9	13	27	19
FBGN0033599	0	0	0	0	0	0
FBGN0033697	2	0	0	0	0	0
FBGN0034277	621	673	615	917	1249	1230
FBGN0050022	11	12	9	15	28	18
FBGN0016762	1	1	2	0	12	3
FBGN0261293	0	0	0	0	0	0
FBGN0033627	72	46	50	100	97	101
FBGN0034331	0	0	0	0	0	1
FBGN0050381	9	11	15	4	14	13
FBGN0034240	144	114	117	178	215	184
FBGN0003162	4	10	11	10	15	20
FBGN0050089	32	17	20	29	53	71
FBGN0010501	53	58	60	74	130	111
FBGN0266432	0	0	0	0	0	0
FBGN0020391	1	0	5	0	0	0
FBGN0021979	279	254	231	361	590	501
FBGN0050154	0	0	0	0	1	0
FBGN0034535	0	4	0	0	1	6
FBGN0050377	18	5	13	8	18	17
FBGN0085421	0	0	0	0	2	3
FBGN0287873	2831	2607	2092	3323	4459	4131
FBGN0034710	0	0	0	0	0	0
FBGN0033278	0	0	0	0	0	0
FBGN0033742	0	0	0	0	0	0
FBGN0034514	0	0	0	0	0	1
FBGN0003008	45	63	38	63	87	80
FBGN0262812	0	0	0	0	0	0
FBGN0033183	133	81	101	113	177	154
FBGN0033528	195	146	125	187	250	332
FBGN0034478	0	0	0	0	0	0
FBGN0013733	411	399	327	417	778	596
FBGN0041238	0	0	0	0	0	0
FBGN0034417	0	0	0	1	1	0
FBGN0033929	31	40	36	30	64	47
FBGN0053155	1	0	0	0	2	0
FBGN0053798	0	0	0	0	0	0
FBGN0263743	0	0	0	0	0	0
FBGN0033767	1	0	1	0	0	0
FBGN0034753	952	915	835	1259	1843	1462
FBGN0003317	96	143	102	178	227	224
FBGN0034458	0	0	0	0	0	0
FBGN0020236	518	428	422	570	872	894
FBGN0034971	63	65	49	71	109	112
FBGN0002569	0	0	0	0	0	0
FBGN0034871	0	0	0	0	0	0
FBGN0034117	0	2	2	2	6	5
FBGN0034532	0	0	0	0	0	0
FBGN0033573	0	0	0	0	0	0
FBGN0033735	37	38	25	46	67	56
FBGN0264273	355	335	258	483	709	762
FBGN0034966	0	0	0	0	0	0
FBGN0041706	7	2	0	2	6	6
FBGN0017414	8	31	6	4	6	13
FBGN0010504	30	28	17	23	38	47
FBGN0033763	0	0	0	0	0	0
FBGN0033712	15	21	22	40	43	40
FBGN0287767	247	193	179	223	302	282
FBGN0050098	0	0	0	0	0	0
FBGN0033828	0	0	0	0	0	0
FBGN0033187	83	83	78	94	102	100
FBGN0033364	0	0	0	0	0	0
FBGN0033090	0	0	0	0	0	0
FBGN0004360	11	4	7	12	30	33
FBGN0053143	0	0	0	0	0	0
FBGN0027607	72	76	51	98	122	118
FBGN0011746	102	94	90	141	169	162
FBGN0035009	0	0	0	0	0	0
FBGN0034903	39	23	25	48	65	56
FBGN0265836	0	0	0	0	0	0
FBGN0263033	0	0	0	0	0	0
FBGN0283625	1	0	0	0	0	0
FBGN0035033	91	66	84	99	171	150
FBGN0034898	0	0	0	0	0	0
FBGN0028562	0	0	0	0	1	2
FBGN0034689	19	13	16	25	34	25
FBGN0034327	0	0	0	0	0	0
FBGN0033755	162	93	127	174	217	275
FBGN0033740	75	58	41	39	65	82
FBGN0050192	0	0	0	0	0	0
FBGN0010651	61	53	59	97	119	75
FBGN0061197	0	0	0	0	0	0
FBGN0033174	13	0	10	6	6	16
FBGN0005638	0	0	0	0	0	1
FBGN0015037	0	0	0	0	0	0
FBGN0033320	0	0	0	0	3	0
FBGN0026385	0	0	0	0	0	0
FBGN0035022	0	0	0	0	0	0
FBGN0033906	295	276	213	348	491	407
FBGN0034704	62	19	34	53	71	80
FBGN0034914	466	507	391	493	721	721
FBGN0033179	178	144	152	197	258	307
FBGN0050047	2	0	0	0	0	0
FBGN0034900	0	0	0	0	0	0
FBGN0265935	164	202	181	226	315	378
FBGN0267791	524	492	411	591	746	784
FBGN0260499	0	0	0	0	0	0
FBGN0034893	24	29	17	33	39	52
FBGN0033191	101	35	79	71	80	118
FBGN0243516	38	65	31	59	87	63
FBGN0050001	32	20	41	37	27	54
FBGN0264329	0	0	0	0	0	0
FBGN0050008	0	0	0	0	0	0
FBGN0050286	0	0	0	0	0	0
FBGN0003975	81	128	97	155	234	199
FBGN0033139	0	0	0	0	0	0
FBGN0033205	26	5	16	10	25	23
FBGN0050269	0	0	0	0	0	0
FBGN0050421	60	45	56	58	78	68
FBGN0033919	127	101	138	126	192	171
FBGN0033375	30	23	23	24	32	21
FBGN0033862	0	0	0	0	0	0
FBGN0033605	19	9	13	9	26	30
FBGN0034382	3	0	0	0	0	0
FBGN0259183	0	0	0	0	0	0
FBGN0033728	0	0	0	0	0	0
FBGN0259226	1	0	10	13	15	21
FBGN0034964	187	128	159	201	274	289
FBGN0034323	0	0	0	0	0	0
FBGN0033866	25	36	19	36	39	38
FBGN0050277	0	0	0	0	0	0
FBGN0033636	720	456	525	834	1092	854
FBGN0028411	64	64	59	67	74	76
FBGN0033283	0	0	0	0	0	0
FBGN0034882	0	0	0	0	0	0
FBGN0050101	1	0	0	0	1	0
FBGN0033893	0	0	0	0	0	0
FBGN0033989	17	23	27	27	49	47
FBGN0033569	33	25	35	27	55	51
FBGN0050344	20	34	15	31	33	27
FBGN0033349	93	49	86	142	215	231
FBGN0033088	19	7	16	11	28	16
FBGN0003401	33	46	12	19	36	32
FBGN0015801	25	9	18	43	73	42
FBGN0033842	57	55	44	53	93	71
FBGN0034511	0	0	0	0	0	0
FBGN0033155	79	29	68	72	127	118
FBGN0034821	0	0	0	0	0	0
FBGN0034418	69	93	52	51	106	78
FBGN0033783	21	13	9	21	25	31
FBGN0040849	0	0	0	0	0	0
FBGN0033238	0	0	0	0	0	0
FBGN0035087	4	2	14	25	40	31
FBGN0001263	0	0	0	0	0	0
FBGN0033673	14	6	5	22	16	16
FBGN0034253	172	181	107	216	280	261
FBGN0267978	178	162	151	282	332	342
FBGN0042135	48	61	30	53	117	98
FBGN0033932	0	0	0	0	0	0
FBGN0034308	69	87	61	61	142	69
FBGN0001147	0	0	1	0	1	0
FBGN0016970	18	0	9	6	18	4
FBGN0034645	92	61	84	79	96	112
FBGN0033115	5	3	5	8	13	11
FBGN0263197	135	143	156	206	284	253
FBGN0034109	62	27	45	45	65	86
FBGN0050156	1	0	0	0	0	1
FBGN0261119	203	155	180	275	436	405
FBGN0033699	464	375	371	529	791	648
FBGN0033556	62	84	43	98	126	106
FBGN0035031	0	0	0	0	0	0
FBGN0043532	0	0	0	0	0	0
FBGN0260222	4	0	3	4	8	12
FBGN0022764	652	644	645	849	1373	1190
FBGN0033069	0	0	0	0	0	0
FBGN0041712	1	0	4	4	14	6
FBGN0033141	0	0	0	0	0	0
FBGN0034247	0	0	0	0	0	0
FBGN0034671	0	0	0	0	0	0
FBGN0066084	788	812	477	788	1149	866
FBGN0261363	2	4	0	6	7	2
FBGN0085414	0	0	0	0	0	0
FBGN0033112	0	0	0	0	0	0
FBGN0033607	65	97	63	69	137	98
FBGN0050411	1	0	0	0	0	0
FBGN0025709	0	1	0	0	2	1
FBGN0034451	112	101	80	58	90	92
FBGN0050025	0	0	0	0	0	0
FBGN0034067	115	89	115	165	272	249
FBGN0003520	48	53	53	66	77	87
FBGN0015584	0	0	0	0	0	0
FBGN0034166	0	0	0	0	0	0
FBGN0034782	0	0	0	0	0	0
FBGN0026384	0	0	0	0	0	0
FBGN0034910	0	0	0	0	0	0
FBGN0015602	190	78	150	186	165	206
FBGN0033294	0	0	0	0	0	0
FBGN0287831	0	0	1	0	0	1
FBGN0033888	0	0	0	0	0	0
FBGN0034691	78	44	34	45	76	88
FBGN0033544	11	0	6	12	12	29
FBGN0029093	396	410	419	519	732	774
FBGN0262512	36	30	25	61	61	49
FBGN0034291	0	0	2	0	0	0
FBGN0033271	1	0	0	0	0	0
FBGN0087011	12	29	17	29	27	12
FBGN0050274	0	0	0	0	0	0
FBGN0034485	0	0	0	0	0	0
FBGN0027356	55	66	52	92	88	88
FBGN0001124	134	141	115	156	224	216
FBGN0033184	22	7	11	11	23	16
FBGN0016701	70	12	53	66	65	80
FBGN0263707	0	0	0	0	0	0
FBGN0034127	0	0	0	0	0	0
FBGN0033160	286	208	274	315	430	461
FBGN0033798	0	0	0	0	0	0
FBGN0041241	0	0	0	0	0	0
FBGN0085428	105	108	79	57	85	123
FBGN0266811	0	0	0	0	0	0
FBGN0022097	87	27	66	104	159	111
FBGN0033421	15	16	10	12	30	12
FBGN0034906	0	0	0	0	0	0
FBGN0034267	0	0	0	0	0	0
FBGN0035064	20	35	12	15	20	26
FBGN0034086	30	38	33	51	53	53
FBGN0267823	30	11	30	20	50	45
FBGN0260972	25	29	31	46	71	90
FBGN0265003	152	120	111	177	214	244
FBGN0034539	0	0	0	0	0	0
FBGN0033807	0	0	0	0	0	0
FBGN0034049	116	158	88	103	124	118
FBGN0026176	0	0	3	0	0	0
FBGN0033770	0	0	0	0	0	0
FBGN0023180	13	13	14	21	20	30
FBGN0050365	0	0	0	0	0	0
FBGN0034654	261	217	219	358	559	441
FBGN0053680	0	0	0	0	0	0
FBGN0034132	0	0	0	0	0	0
FBGN0050018	0	0	0	0	0	0
FBGN0001222	125	130	108	136	184	224
FBGN0033876	0	0	0	0	0	0
FBGN0033005	130	151	100	137	173	166
FBGN0033659	0	0	0	0	0	2
FBGN0027535	60	53	33	46	92	92
FBGN0262480	0	0	0	0	0	0
FBGN0034052	0	0	0	0	0	0
FBGN0034246	379	301	264	317	354	345
FBGN0266129	0	0	0	0	0	0
FBGN0021825	165	151	167	159	224	218
FBGN0050263	0	0	0	0	0	0
FBGN0039993	184	140	121	133	158	119
FBGN0034415	0	0	0	0	0	0
FBGN0034579	18	7	8	24	28	13
FBGN0020307	89	130	105	140	216	195
FBGN0010359	0	0	0	0	0	0
FBGN0034407	0	0	0	0	0	0
FBGN0015038	0	0	0	0	0	0
FBGN0024319	0	0	0	0	0	0
FBGN0085240	0	0	0	0	0	0
FBGN0265272	0	0	0	0	0	0
FBGN0033818	0	0	0	0	0	0
FBGN0034692	0	0	0	0	0	0
FBGN0015371	189	118	154	179	237	281
FBGN0069913	0	0	0	0	0	0
FBGN0033449	24	18	19	21	31	15
FBGN0010590	269	266	184	307	475	484
FBGN0034413	0	0	0	0	0	0
FBGN0034724	84	109	102	105	189	163
FBGN0033063	0	0	0	0	0	0
FBGN0050376	0	0	0	0	0	0
FBGN0050185	52	16	36	43	59	54
FBGN0034022	142	142	117	158	208	215
FBGN0001269	46	35	41	41	67	82
FBGN0263850	0	0	0	0	0	0
FBGN0067905	0	0	0	0	0	0
FBGN0085246	0	0	0	0	0	0
FBGN0262821	0	0	0	0	0	0
FBGN0033226	10	7	7	19	28	24
FBGN0050082	0	0	0	0	0	0
FBGN0033250	0	0	3	0	0	0
FBGN0013762	31	23	26	29	72	41
FBGN0046999	0	0	0	0	0	0
FBGN0034380	55	62	47	74	96	67
FBGN0034885	0	0	0	1	1	2
FBGN0034200	0	15	4	3	0	3
FBGN0046294	0	0	0	0	0	1
FBGN0020617	0	0	0	0	0	0
FBGN0058263	56	45	25	39	33	20
FBGN0011704	310	245	253	446	616	742
FBGN0034405	425	427	463	547	790	637
FBGN0034275	0	1	0	0	0	0
FBGN0002552	43	65	87	96	128	140
FBGN0085231	0	0	0	0	0	0
FBGN0023170	210	161	84	194	275	235
FBGN0050281	0	0	0	0	0	0
FBGN0042098	0	0	0	0	0	0
FBGN0033554	4	0	0	2	1	2
FBGN0033775	0	0	0	0	0	0
FBGN0034948	9	9	17	11	17	24
FBGN0033802	16	13	21	14	33	31
FBGN0033748	1	5	1	0	0	0
FBGN0013765	238	161	157	196	286	311
FBGN0034242	90	96	73	77	115	103
FBGN0054033	0	0	0	0	0	0
FBGN0040653	0	0	0	0	0	0
FBGN0034372	33	34	28	45	60	56
FBGN0050259	0	0	0	0	0	0
FBGN0033963	0	0	0	0	0	0
FBGN0053225	0	0	0	0	0	1
FBGN0034828	0	0	0	0	0	0
FBGN0050157	1	0	3	3	3	2
FBGN0033515	0	0	0	0	0	0
FBGN0262838	0	0	0	0	0	0
FBGN0050469	0	0	0	0	0	0
FBGN0033996	11	3	8	19	36	34
FBGN0034183	0	0	0	0	0	0
FBGN0015838	64	82	66	113	155	155
FBGN0034197	0	0	0	0	0	52
FBGN0033703	0	0	0	0	0	0
FBGN0263855	372	273	333	360	484	519
FBGN0033853	36	38	34	35	94	66
FBGN0034137	0	0	0	0	0	0
FBGN0262098	0	0	0	0	0	0
FBGN0021795	210	282	161	227	396	306
FBGN0050503	0	0	0	0	0	0
FBGN0016059	322	444	368	543	882	872
FBGN0086356	200	156	228	248	355	336
FBGN0010356	112	70	84	124	136	138
FBGN0283508	2239	1981	2209	2351	3630	3772
FBGN0033826	0	0	0	0	0	0
FBGN0033995	27	15	30	32	50	37
FBGN0263593	74	28	86	53	82	76
FBGN0034837	0	0	2	2	3	2
FBGN0025373	115	123	99	138	223	174
FBGN0263864	69	37	47	79	114	99
FBGN0034480	0	0	0	0	0	0
FBGN0264541	0	0	0	0	0	0
FBGN0033520	0	0	0	0	0	0
FBGN0033688	888	756	863	1031	1462	1501
FBGN0033631	283	337	291	443	579	579
FBGN0034304	26	9	34	30	61	47
FBGN0034963	52	30	49	40	65	79
FBGN0034585	60	43	36	69	96	101
FBGN0034894	11	7	7	5	4	13
FBGN0033202	0	0	0	0	0	0
FBGN0034919	12	23	11	28	30	43
FBGN0033357	162	170	77	181	166	143
FBGN0033153	10	31	10	14	24	23
FBGN0033508	0	0	0	0	0	0
FBGN0004839	147	132	146	155	319	270
FBGN0026326	156	130	118	193	269	253
FBGN0026316	37	55	61	78	85	95
FBGN0035025	74	59	60	49	49	63
FBGN0000043	2815	2542	2143	3156	5083	4486
FBGN0265187	19	42	11	5	18	15
FBGN0034001	23	26	29	31	46	62
FBGN0034642	0	0	0	0	0	0
FBGN0003748	76	69	70	86	77	105
FBGN0034136	0	0	0	0	0	0
FBGN0034694	7	21	17	10	21	17
FBGN0033188	131	144	116	167	354	349
FBGN0086895	115	103	106	139	195	163
FBGN0016047	0	0	0	0	0	0
FBGN0033754	37	46	56	46	39	50
FBGN0034057	3	1	6	4	11	1
FBGN0043535	0	0	0	0	0	0
FBGN0034425	16	17	9	20	27	12
FBGN0033280	0	0	0	0	0	0
FBGN0085468	94	85	83	93	103	110
FBGN0034144	0	0	0	0	0	0
FBGN0034999	2	0	1	6	1	4
FBGN0050043	0	0	0	0	0	0
FBGN0033259	53	94	49	133	158	145
FBGN0050446	0	0	0	0	0	0
FBGN0052834	0	0	0	0	0	0
FBGN0085265	0	0	0	0	0	0
FBGN0027360	18	30	13	11	17	12
FBGN0034432	187	196	173	222	286	229
FBGN0034976	86	76	67	116	148	151
FBGN0034296	0	4	0	0	0	0
FBGN0013763	34	18	49	42	25	43
FBGN0265625	0	0	0	0	0	0
FBGN0050044	0	0	0	0	0	0
FBGN0050046	0	0	2	0	1	0
FBGN0034713	0	0	0	0	0	0
FBGN0011743	2	1	0	0	0	1
FBGN0033774	0	0	0	0	0	0
FBGN0043575	0	0	0	0	0	0
FBGN0034330	0	0	0	0	0	0
FBGN0050288	0	4	0	1	0	0
FBGN0034933	62	52	51	53	79	94
FBGN0050110	0	0	0	0	0	0
FBGN0000562	116	110	74	141	255	218
FBGN0000119	418	439	419	655	863	807
FBGN0034013	66	50	71	104	132	138
FBGN0010385	0	0	0	1	0	1
FBGN0061435	0	0	0	0	0	0
FBGN0053474	0	0	0	0	0	0
FBGN0027073	0	0	0	0	0	0
FBGN0033834	0	0	0	0	0	0
FBGN0033926	4	20	1	1	2	1
FBGN0022288	104	139	155	173	187	219
FBGN0041239	0	0	0	0	0	0
FBGN0262566	0	0	0	0	0	0
FBGN0262115	118	129	117	134	152	168
FBGN0053199	0	0	0	0	0	0
FBGN0014009	101	100	93	173	212	250
FBGN0034301	0	0	6	0	0	1
FBGN0010591	33	40	43	53	85	80
FBGN0034283	0	0	0	0	0	0
FBGN0266488	7	8	0	7	3	1
FBGN0284245	17708	13680	16128	18107	25573	25607
FBGN0034489	0	0	0	0	0	0
FBGN0029134	364	295	314	442	655	704
FBGN0050424	0	0	0	0	0	0
FBGN0000352	93	63	83	117	169	128
FBGN0034923	92	28	59	77	119	106
FBGN0034884	0	0	0	0	0	1
FBGN0034270	10	3	8	13	16	2
FBGN0024836	497	520	479	674	962	861
FBGN0010425	0	7	5	0	0	1
FBGN0034399	72	28	76	72	76	66
FBGN0033580	0	0	0	0	0	1
FBGN0010226	250	285	230	275	668	612
FBGN0034328	0	0	0	0	0	0
FBGN0053460	0	0	0	0	1	2
FBGN0053462	0	0	0	0	0	0
FBGN0033731	10	12	33	8	6	11
FBGN0034447	81	63	58	78	148	105
FBGN0003612	93	95	87	150	215	131
FBGN0259707	0	0	0	0	0	0
FBGN0033614	0	0	0	0	0	0
FBGN0033716	34	12	16	27	52	39
FBGN0034255	0	0	0	0	0	0
FBGN0263270	0	0	0	0	0	0
FBGN0033638	32	27	15	45	63	73
FBGN0261588	33	56	51	39	81	66
FBGN0050072	0	0	0	0	0	0
FBGN0033052	90	113	67	109	146	128
FBGN0003074	167	144	170	223	343	316
FBGN0010435	277	309	244	406	600	627
FBGN0026386	0	0	0	0	0	0
FBGN0033339	391	300	300	462	684	724
FBGN0034649	7	4	13	9	17	8
FBGN0262360	0	0	0	0	0	0
FBGN0023167	203	216	158	217	385	396
FBGN0033207	0	0	0	0	0	0
FBGN0033206	36	53	38	70	59	56
FBGN0042085	248	179	234	265	396	417
FBGN0033085	4	13	9	10	10	14
FBGN0033874	0	0	0	0	0	0
FBGN0265605	7	1	3	6	2	4
FBGN0034058	41	14	36	24	22	28
FBGN0035000	0	0	0	0	1	0
FBGN0050419	0	0	0	0	0	0
FBGN0034083	123	122	100	155	218	198
FBGN0011260	977	810	814	1337	1659	1625
FBGN0040778	7	0	0	1	6	2
FBGN0015034	1	0	0	0	0	0
FBGN0061359	29	74	50	50	65	101
FBGN0035026	96	86	78	113	160	182
FBGN0050441	0	0	1	0	0	0
FBGN0050495	0	0	0	1	0	0
FBGN0266671	32	40	37	66	104	98
FBGN0262867	0	7	1	4	8	8
FBGN0024188	158	107	80	152	173	209
FBGN0034661	14	25	3	0	13	14
FBGN0262988	0	0	0	0	0	0
FBGN0283494	89	30	71	86	119	108
FBGN0003382	0	0	0	0	0	0
FBGN0033799	4	14	3	4	11	6
FBGN0022382	16	11	13	18	38	27
FBGN0033899	21	29	27	36	45	52
FBGN0034911	0	0	0	0	0	0
FBGN0041581	0	0	0	0	0	0
FBGN0261584	0	0	0	0	0	0
FBGN0050161	0	0	0	0	0	0
FBGN0033751	21	16	10	8	32	29
FBGN0021814	72	80	63	114	171	148
FBGN0034317	0	0	0	0	0	0
FBGN0013750	33	33	28	49	79	44
FBGN0033571	174	104	98	130	178	207
FBGN0262594	0	0	0	0	0	0
FBGN0034460	0	0	0	0	0	0
FBGN0050109	2	4	5	3	8	6
FBGN0035060	148	104	123	149	252	258
FBGN0085229	28	23	39	66	76	55
FBGN0260763	0	0	0	0	0	0
FBGN0034314	10	7	10	11	13	9
FBGN0034546	0	0	0	0	0	0
FBGN0033471	52	30	46	60	85	96
FBGN0033403	0	0	2	0	0	0
FBGN0015477	250	153	180	254	382	390
FBGN0250830	137	102	111	144	138	168
FBGN0050273	0	0	0	0	0	0
FBGN0033794	0	0	0	0	0	0
FBGN0262817	0	0	0	0	0	0
FBGN0035035	17	13	8	7	8	11
FBGN0265631	0	0	0	0	0	0
FBGN0004101	65	33	30	94	166	110
FBGN0034354	99	100	112	135	223	202
FBGN0266047	0	0	0	0	0	0
FBGN0050067	0	0	0	0	0	0
FBGN0034205	0	0	0	0	0	0
FBGN0003731	606	587	520	822	1290	1222
FBGN0086408	4	0	2	0	2	6
FBGN0043533	0	0	0	0	0	0
FBGN0033901	427	401	399	501	621	695
FBGN0005631	191	137	133	218	315	256
FBGN0053558	84	26	78	114	164	167
FBGN0028836	90	151	97	169	204	161
FBGN0029092	49	31	32	64	106	86
FBGN0286782	0	0	0	1	2	1
FBGN0033413	2	4	2	4	21	26
FBGN0040660	156	242	199	310	366	429
FBGN0262966	0	0	0	0	0	0
FBGN0010241	0	0	0	0	0	0
FBGN0033062	390	246	314	443	527	480
FBGN0027504	100	90	105	153	170	178
FBGN0033988	110	109	95	121	166	146
FBGN0033154	1	0	0	0	2	1
FBGN0033502	0	0	0	0	0	0
FBGN0033268	1	1	101	0	0	0
FBGN0033313	266	202	204	450	549	460
FBGN0261580	0	0	0	0	0	0
FBGN0034938	25	12	30	49	35	39
FBGN0034452	5	6	8	3	11	7
FBGN0034379	10	18	8	4	15	18
FBGN0286873	0	0	0	0	0	0
FBGN0286876	0	0	0	0	0	0
FBGN0034518	0	0	0	0	0	0
FBGN0283509	62	73	86	133	198	172
FBGN0265185	0	0	0	0	0	1
FBGN0010434	1085	879	889	1186	1563	1675
FBGN0086129	125	84	110	148	220	162
FBGN0050486	0	0	0	0	0	0
